vpextrb_r64_xmm_imm8 00001111
vpextrd_r32_xmm_imm8 00000011
vpextrq_r64_xmm_imm8 00000011
vpextrw_r32_xmm_imm8 00000001
vpextrw_r64_xmm_imm8 00000001
vpinsrb_xmm_xmm_r32_imm8 00001111
vpinsrd_xmm_xmm_r32_imm8 00000011
vpinsrq_xmm_xmm_r64_imm8 00000001
vpinsrw_xmm_xmm_r32_imm8 00000111
vpshufd_xmm_xmm_imm8 11111111
vpshufd_ymm_ymm_imm8 11111111
vpshufhw_xmm_xmm_imm8 11111111
vpshufhw_ymm_ymm_imm8 11111111
vpshuflw_xmm_xmm_imm8 11111111
vpshuflw_ymm_ymm_imm8 11111111
vpslld_xmm_xmm_imm8 11111111
vpslld_ymm_ymm_imm8 11111111
vpslldq_xmm_xmm_imm8 11111111
vpslldq_ymm_ymm_imm8 11111111
vpsllq_xmm_xmm_imm8 11111111
vpsllq_ymm_ymm_imm8 11111111
vpsllw_xmm_xmm_imm8 11111111
vpsllw_ymm_ymm_imm8 11111111
vpsrad_xmm_xmm_imm8 11111111
vpsrad_ymm_ymm_imm8 11111111
vpsraw_xmm_xmm_imm8 11111111
vpsraw_ymm_ymm_imm8 11111111
vpsrld_xmm_xmm_imm8 11111111
vpsrld_ymm_ymm_imm8 11111111
vpsrldq_xmm_xmm_imm8 11111111
vpsrldq_ymm_ymm_imm8 11111111
vpsrlq_xmm_xmm_imm8 11111111
vpsrlq_ymm_ymm_imm8 11111111
vpsrlw_xmm_xmm_imm8 11111111
vpsrlw_ymm_ymm_imm8 11111111
vroundpd_xmm_xmm_imm8 00001111
vroundpd_ymm_ymm_imm8 00001111
vroundps_xmm_xmm_imm8 00001111
vroundps_ymm_ymm_imm8 00001111
vroundsd_xmm_xmm_xmm_imm8 00001111
vroundss_xmm_xmm_xmm_imm8 00001111
vshufpd_xmm_xmm_xmm_imm8 00000011
vshufpd_ymm_ymm_ymm_imm8 00001111
vshufps_xmm_xmm_xmm_imm8 11111111
vshufps_ymm_ymm_ymm_imm8 11111111
